huc12,pr_slope,pr_p,pr_trend,etr_slope,etr_p,etr_trend,tmmn_slope,tmmn_p,tmmn_trend,tmmx_slope,tmmx_p,tmmx_trend,tmean_slope,tmean_p,tmean_trend
170402080208,3.8921822632763883,0.11812849523841984,no trend,-6.234004826140165,0.034998629495426536,decreasing,0.02668466371805074,0.30916269487358283,no trend,-0.06364504857424316,0.11812849523841984,no trend,-0.01752656566259879,0.3853099749909059,no trend
170402080209,3.6297136415783164,0.14334161203712004,no trend,-5.657638964190232,0.02727273655786444,decreasing,0.004865165747495504,0.6374381847429542,no trend,-0.055992787177198314,0.11812849523841984,no trend,-0.025303728932445868,0.28615732110495795,no trend
170402080210,4.511109039410324,0.0701839854914923,no trend,-6.791079375818192,0.034998629495426536,decreasing,0.005088452753825716,0.823349012100195,no trend,-0.0612637342301037,0.05614106379127515,no trend,-0.030218065269235563,0.06283881974106831,no trend
170402080211,4.215625983764323,0.07821934455010537,no trend,-6.177442353306301,0.05004866332140967,no trend,-0.0013755209954375688,0.8621556082271453,no trend,-0.04877055692597408,0.157405663974874,no trend,-0.023200148966128046,0.14334161203712004,no trend
170402080301,3.2070056088695944,0.2643373325084948,no trend,-4.867023604290946,0.0701839854914923,no trend,-0.0030232421737107053,0.8621556082271453,no trend,-0.04007179733061464,0.22420756495904914,no trend,-0.02139511389902478,0.33335824348826115,no trend
170402080302,2.3290752498497787,0.18863315303694828,no trend,-6.127678168985377,0.05614106379127515,no trend,-0.04267825324856884,0.02399553835367718,decreasing,-0.05201724692043732,0.10689967587922089,no trend,-0.05173830754756538,0.018452126856443263,decreasing
170402080303,2.4095028037554096,0.22420756495904914,no trend,-5.648531156953259,0.06283881974106831,no trend,-0.03413444099999467,0.07821934455010537,no trend,-0.03612418782897227,0.24369251012790505,no trend,-0.03991780073056184,0.09653382910802089,no trend
170402080304,2.5816459655407025,0.2643373325084948,no trend,-5.011101309793453,0.08698814891833662,no trend,-0.030666834027398192,0.05614106379127515,no trend,-0.03697414420106648,0.2643373325084948,no trend,-0.03418752611280308,0.10689967587922089,no trend
170402080305,3.520229731296098,0.14334161203712004,no trend,-4.150988343663465,0.20586252630799207,no trend,0.006958447874501626,0.7471063273347309,no trend,-0.02830961288572335,0.4419310120112123,no trend,-0.0064796727485194015,0.4719390404163102,no trend
170402080306,2.526967626537808,0.20586252630799207,no trend,-5.01574151663176,0.08698814891833662,no trend,-0.005696029057579493,0.7098436764690532,no trend,-0.04276351613847111,0.20586252630799207,no trend,-0.022943494612479985,0.1724913614849526,no trend
170402080307,2.771162632819041,0.22420756495904914,no trend,-5.652095819868663,0.06283881974106831,no trend,-0.01038505154168048,0.7098436764690532,no trend,-0.048676339571842045,0.18863315303694828,no trend,-0.02658344637684555,0.20586252630799207,no trend
170402080308,2.4048137542656915,0.28615732110495795,no trend,-6.130287059504957,0.05614106379127515,no trend,-0.030683951724852054,0.06283881974106831,no trend,-0.05231979569869026,0.08698814891833662,no trend,-0.04348773857005151,0.02727273655786444,decreasing
170402080401,2.858250223859063,0.1724913614849526,no trend,-5.910380711507971,0.06283881974106831,no trend,0.004843049735373108,0.5683377615538607,no trend,-0.056253712318608096,0.11812849523841984,no trend,-0.02458359777156245,0.14334161203712004,no trend
170402080402,3.4492059415153697,0.1724913614849526,no trend,-4.5374900135046605,0.157405663974874,no trend,0.00485962398368668,0.7849697273207377,no trend,-0.035586376301328555,0.4419310120112123,no trend,-0.010239817493116015,0.4419310120112123,no trend
170402080403,2.9906392287926455,0.20586252630799207,no trend,-5.0837921035623665,0.09653382910802089,no trend,0.014073699012251088,0.5683377615538607,no trend,-0.04737438037142743,0.1724913614849526,no trend,-0.012701345342031484,0.4719390404163102,no trend
170402080404,3.5824837917312307,0.14334161203712004,no trend,-4.785051101506053,0.13026223878322818,no trend,-0.002935726480613527,0.823349012100195,no trend,-0.0354161010998708,0.33335824348826115,no trend,-0.017006287424036256,0.3853099749909059,no trend
170402080501,3.815666349764434,0.10689967587922089,no trend,-4.891477983889436,0.10689967587922089,no trend,-0.002507417051851384,0.9802109790485438,no trend,-0.03806247692147391,0.22420756495904914,no trend,-0.016937664458424408,0.4719390404163102,no trend
170402080502,4.068280100746781,0.10689967587922089,no trend,-5.100531013378627,0.06283881974106831,no trend,-0.004623937933038196,0.7471063273347309,no trend,-0.045334728387427095,0.157405663974874,no trend,-0.020297661554963074,0.33335824348826115,no trend
170402080503,3.506823373795591,0.11812849523841984,no trend,-4.852717310447471,0.157405663974874,no trend,-0.006215626769141441,0.6024416860423838,no trend,-0.029492489753230267,0.4419310120112123,no trend,-0.014714264257553645,0.6024416860423838,no trend
170402080504,4.069061615685211,0.157405663974874,no trend,-3.641402357858308,0.22420756495904914,no trend,0.0018005090440264089,0.9802109790485438,no trend,-0.010580466815065137,0.6374381847429542,no trend,-0.0018708061852874157,0.9406815986652011,no trend
170402080505,3.0765624363955153,0.20586252630799207,no trend,-3.6338080234253627,0.18863315303694828,no trend,0.019938177048198585,0.5030370130775135,no trend,-0.024326144539461914,0.5030370130775135,no trend,-0.0015023506212729224,1.0,no trend
170402080506,2.92278007260911,0.13026223878322818,no trend,-4.814547454958242,0.13026223878322818,no trend,0.015270041930028525,0.4719390404163102,no trend,-0.036608778348915766,0.30916269487358283,no trend,-0.014742995156807007,0.5683377615538607,no trend
170402080507,2.675484755490916,0.14334161203712004,no trend,-3.2236043947441306,0.24369251012790505,no trend,0.03710192220187056,0.18863315303694828,no trend,-0.026169895821045022,0.4419310120112123,no trend,-0.009308021562688987,0.7471063273347309,no trend
170402080601,4.215089115962144,0.08698814891833662,no trend,-4.298110081183921,0.11812849523841984,no trend,0.02045094897589026,0.24369251012790505,no trend,-0.03298869724741454,0.30916269487358283,no trend,0.001627880380315953,0.9802109790485438,no trend
170402080602,3.6546751877131016,0.09653382910802089,no trend,-4.805403383077211,0.09653382910802089,no trend,0.010526450530597082,0.5030370130775135,no trend,-0.036868253794947625,0.28615732110495795,no trend,-0.014060110095830372,0.6732623633112398,no trend
170402080603,3.8374988553272935,0.0701839854914923,no trend,-4.770525053972145,0.13026223878322818,no trend,-0.0004581943440966814,1.0,no trend,-0.0310897221495124,0.35874300337869447,no trend,-0.014493372259816839,0.5030370130775135,no trend
170402080604,3.0688266408448497,0.08698814891833662,no trend,-4.586051838547759,0.11812849523841984,no trend,0.007814831241897937,0.6732623633112398,no trend,-0.03400473569209457,0.2643373325084948,no trend,-0.017475213949532664,0.3853099749909059,no trend
170402080605,2.5099178686382126,0.157405663974874,no trend,-4.387735349856771,0.11812849523841984,no trend,0.00631248202886899,0.6374381847429542,no trend,-0.027738301390291736,0.28615732110495795,no trend,-0.01696474865606695,0.3853099749909059,no trend
170402080606,2.272399925757278,0.18863315303694828,no trend,-3.910269660439167,0.157405663974874,no trend,0.012237168625318677,0.5683377615538607,no trend,-0.028641528527563083,0.30916269487358283,no trend,-0.007325637429730897,0.6374381847429542,no trend
170402080607,2.6544231842689827,0.10689967587922089,no trend,-4.029154511243219,0.11812849523841984,no trend,0.017461482602508155,0.33335824348826115,no trend,-0.031081820540571847,0.28615732110495795,no trend,-0.013816191165072256,0.5030370130775135,no trend
170402080608,2.251125365488385,0.13026223878322818,no trend,-3.2374765507997703,0.24369251012790505,no trend,0.02298128811224947,0.20586252630799207,no trend,-0.022682879229227383,0.3853099749909059,no trend,-0.005577463636366506,0.7849697273207377,no trend
