Year,UID,Shrub/Scrub,Open_Water,Emergent_Herbaceous_Wetlands,Barren_Land,Grassland/Herbaceous,"Developed,_High_Intensity",Woody_Wetlands,Evergreen_Forest,Cultivated_Crops,Pasture/Hay,"Developed,_Medium_Intensity",Deciduous_Forest,"Developed,_Low_Intensity","Developed,_Open_Space"
2014,102,1027036.7843137244,935.0,21717.4,68.0,37823.87450980392,148.0,4617.564705882353,215142.93725490198,247567.968627451,36973.17647058824,4029.733333333333,40860.75294117647,25876.364705882355,27374.396078431375
2014,103,657485.3490196085,59891.199999999946,28268.290196078433,425.71372549019605,118890.83921568625,7574.0392156862745,71193.16078431372,99321.6666666666,294300.82352941186,9646.992156862745,26683.105882352942,19638.027450980393,63926.81568627451,21757.270588235293
2011,101,960291.0000000015,5637.0,10744.580392156862,50.0,6831.58431372549,33.0,9822.203921568627,293368.7450980391,254924.97647058812,31595.364705882355,753.3333333333334,51638.039215686265,13574.43137254902,18046.207843137254
2011,102,1043730.8745098024,1006.0,22099.4,68.0,44399.14117647059,147.0,4624.654901960785,211399.51764705885,231370.87058823532,36044.26666666667,3989.7333333333336,39232.01568627451,25578.850980392155,26481.62745098039
2011,103,649174.627450981,66944.78823529411,27199.843137254902,60.694117647058825,128019.97647058826,7552.717647058824,67290.73333333334,97745.30196078424,297370.5019607844,8624.905882352941,26333.105882352942,18638.250980392157,63188.89803921569,20858.949019607848
2015,101,933169.9215686289,1994.0,10414.580392156862,552.0,10728.945098039216,38.0,9903.203921568627,301898.8431372548,268335.9137254901,33142.364705882355,764.9019607843138,53537.015686274506,13741.650980392156,19089.12549019608
2015,102,1021968.6078431362,981.0,21721.4,68.0,37453.76862745098,152.0,4616.564705882353,218612.19607843139,247346.6078431373,37179.17647058824,4036.733333333333,42408.42352941175,25911.117647058825,27716.3568627451
2015,103,659924.9254901967,55881.286274509745,28094.007843137257,2944.0313725490196,117120.03921568624,7457.419607843137,70333.38431372549,100015.40392156858,293283.6784313726,10844.086274509804,26751.06274509804,20161.01568627451,63990.894117647054,22202.05882352941
2018,101,924417.1333333347,5419.0,10449.580392156862,102.0,13752.898039215686,38.0,9892.203921568627,305896.36078431364,265179.5686274509,33190.27450980392,767.9019607843138,54621.61960784314,13583.607843137253,20000.317647058822
2018,102,1025599.2078431359,1053.0,22009.4,68.0,33530.82352941177,153.0,4593.564705882353,220533.87843137258,241910.2549019608,37931.26666666667,4068.7333333333336,43933.97647058823,25821.992156862743,28964.854901960785
2018,103,652322.7294117655,69889.03137254906,26408.290196078433,161.0,121931.44705882348,7486.278431372549,65007.0431372549,101697.08627450974,288693.9647058824,9065.086274509804,27063.796078431373,21372.61960784314,64012.96470588236,23891.9568627451
2012,101,945235.1490196093,3596.0,10645.580392156862,226.0,11255.270588235293,34.0,9849.203921568627,294884.2274509803,265168.04313725483,32073.364705882355,753.9019607843138,51618.039215686265,13736.717647058824,18234.96862745098
2012,102,1037564.3529411752,965.0,21775.4,68.0,43257.85098039216,148.0,4609.654901960785,212449.69019607845,236885.5960784314,36615.26666666667,4021.7333333333336,39345.909803921575,25749.643137254905,26715.854901960785
2012,103,657603.2392156869,52875.5647058823,28630.254901960783,3015.1372549019607,127665.43529411768,7551.717647058824,71699.71372549019,98168.67450980385,291474.03137254907,10629.905882352941,26413.105882352942,18798.333333333336,63526.89803921569,20951.282352941176
2022,101,909662.5254901971,2794.0,10632.580392156862,477.0,15499.996078431373,43.0,9876.203921568627,312883.5058823528,270548.5529411764,32790.27450980392,793.9019607843138,56695.79607843137,13540.607843137253,21072.521568627453
2022,102,1030718.9450980382,1072.0,22234.4,68.0,23318.10196078431,163.0,4603.564705882353,225625.35686274516,238327.70980392155,38083.26666666667,4107.64705882353,45513.38431372549,25929.95294117647,30406.623529411765
2022,103,652431.0862745107,53850.2509803921,29647.713725490197,2359.494117647059,125160.5254901961,7622.278431372549,70273.25490196078,104717.28627450974,281105.5254901962,10714.086274509804,28510.796078431373,22615.654901960785,64838.600000000006,25156.74117647059
2013,101,937233.6431372564,2432.0,10601.580392156862,460.0,12151.04705882353,36.0,9847.203921568627,297442.7803921568,269417.1294117646,32267.364705882355,760.9019607843138,52450.039215686265,13739.713725490194,18471.06274509804
2013,102,1031131.6274509792,968.0,21735.4,68.0,41835.52156862745,149.0,4607.564705882352,214246.0666666667,241355.98823529412,36699.26666666667,4032.7333333333336,40503.28235294118,25807.64705882353,27031.85490196079
2013,103,658133.9490196084,46297.54117647056,28451.023529411767,6505.349019607843,125695.76470588229,7576.725490196079,71636.94509803921,98984.81568627445,293720.4000000001,11081.905882352941,26456.105882352942,19459.600000000002,63716.89803921569,21286.27058823529
2017,101,929710.3176470603,5960.0,10379.580392156862,11.0,8421.254901960785,38.0,9869.203921568627,304282.17647058814,267400.75686274504,32783.364705882355,771.9019607843138,54362.61960784313,13653.607843137253,19666.682352941178
2017,102,1025043.7176470575,1123.0,21863.4,68.0,34105.9568627451,153.0,4602.564705882353,219861.7725490196,243844.12156862748,37631.17647058823,4066.733333333333,43433.015686274506,25944.61568627451,28430.878431372552
2017,103,651222.2039215694,68728.87058823531,26437.407843137255,150.0,120980.15686274509,7431.278431372549,66066.0862745098,101208.85098039209,292541.0156862746,9131.086274509804,26855.796078431373,20956.61960784314,64154.96470588236,23138.9568627451
2020,101,916854.3607843148,5529.0,10513.580392156862,70.0,15647.403921568628,40.0,9870.203921568627,308738.1372549018,267075.7411764705,33231.27450980392,762.9019607843138,54983.66274509803,13411.607843137253,20582.592156862745
2020,102,1030557.3176470578,1128.0,21905.4,68.0,28480.482352941177,157.0,4589.564705882353,222378.87058823532,239024.59999999998,38147.26666666667,4055.2313725490194,44269.91764705882,25621.772549019606,29788.529411764706
2020,103,657366.3647058831,63195.470588235235,28801.53725490196,578.9686274509804,120268.76078431371,7563.278431372549,68341.85490196079,102524.60392156857,283342.03529411776,9161.086274509804,27545.796078431373,21611.83529411765,64136.86666666667,24564.83529411765
2024,101,896634.4705882362,4182.0,10717.580392156862,172.0,17440.054901960782,44.0,9866.203921568627,318962.7450980391,269109.6901960784,33577.27450980392,796.9019607843138,60427.36078431372,13761.066666666666,21619.117647058825
2024,102,1026503.039215685,1128.0,22920.4,67.0,26772.698039215687,166.0,4637.564705882353,230005.337254902,229952.04313725492,38123.26666666666,4147.64705882353,48317.34117647058,26183.388235294115,31248.227450980394
2024,103,630835.9647058831,65420.67058823524,29419.058823529413,260.0,140676.6,7635.266666666666,65974.63529411764,107145.52549019603,276925.1215686275,9499.086274509804,28781.796078431373,24088.713725490197,66272.36470588236,26068.490196078426
2004,101,990662.2196078446,359.0,10829.580392156862,137.0,9795.109803921569,34.0,9802.203921568627,278382.1215686273,242950.09019607838,33404.36078431373,587.0,50482.027450980386,11570.709803921567,18315.043137254903
2004,102,1042948.2745098022,887.0,21680.4,69.0,58800.94117647058,114.0,4788.654901960784,201392.3725490196,232946.20392156867,37406.01568627451,3454.7333333333336,35959.32941176471,23205.176470588234,26519.85098039216
2004,103,642349.8627450987,47747.83529411762,29530.16862745098,6526.6,128323.27843137254,7206.713725490196,70783.80000000002,97340.14901960778,316979.0705882354,10463.482352941177,23456.513725490197,17476.898039215685,56923.31764705882,23895.60392156863
2016,101,931250.0745098053,4751.0,10405.580392156862,210.0,9333.42745098039,39.0,9897.203921568627,303227.3725490195,268203.7490196078,32431.364705882355,766.9019607843138,53748.015686274506,13695.650980392156,19351.12549019608
2016,102,1024135.7999999988,955.0,21777.4,68.0,35799.19607843137,154.0,4605.564705882353,219205.78823529414,245100.52941176473,37494.17647058824,4050.7333333333336,42854.60784313725,25925.65882352941,28045.498039215687
2016,103,659139.6196078438,42434.56862745096,28300.023529411767,8865.254901960785,121405.5019607843,7438.874509803922,71710.94509803923,100520.37254901955,294089.23921568634,11097.086274509804,26811.745098039217,20473.792156862743,64069.3568627451,22646.913725490194
2003,101,992829.215686276,253.0,10898.580392156862,132.0,10210.341176470589,34.0,9777.203921568627,277509.69019607827,241205.294117647,33661.36078431373,574.0,50443.027450980386,10967.709803921567,18815.043137254903
2003,102,1056426.5058823514,858.0,21696.4,69.0,48426.99607843137,107.0,4755.654901960785,200643.4705882353,230587.34117647063,37899.015686274506,3376.7333333333336,35798.807843137256,22269.06666666667,27257.960784313727
2003,103,638321.3725490202,44922.674509803895,30084.192156862744,9493.282352941176,137679.6980392157,7129.729411764706,70298.77647058823,96247.4392156862,314380.65098039224,10235.482352941177,22353.513725490197,17252.52549019608,54674.05882352941,25929.898039215685
2019,101,919083.5019607855,5595.0,10448.580392156862,54.0,15946.592156862745,37.0,9886.203921568627,307386.0117647058,266397.8549019607,33208.27450980392,769.9019607843138,54707.61960784314,13447.607843137253,20342.317647058826
2019,102,1025019.5372549008,1092.0,21991.4,68.0,30345.14117647059,155.0,4595.564705882353,221463.63529411767,244317.94509803923,37899.26666666667,4067.7333333333336,44075.97647058823,25664.909803921568,29415.8431372549
2019,103,653961.807843138,66234.59215686272,27244.819607843136,299.54901960784315,119894.39607843137,7530.278431372549,67311.51764705882,102010.72941176465,288144.95686274517,9213.086274509804,27245.796078431373,21462.83529411765,64091.231372549024,24357.698039215687
2021,101,916195.1333333346,3436.0,10633.580392156862,363.0,16441.054901960782,41.0,9866.203921568627,310596.2784313725,266127.67843137245,33238.27450980392,769.9019607843138,55249.23137254901,13468.607843137253,20884.521568627453
2021,102,1032261.5647058812,1044.0,22116.4,68.0,25928.490196078434,161.0,4601.564705882352,223622.3568627451,237692.02352941176,38047.26666666666,4066.6470588235297,44653.75294117647,25754.262745098036,30154.623529411765
2021,103,665442.9960784321,27895.725490196088,29647.713725490197,5485.584313725491,122113.30980392155,7589.278431372549,70445.25490196078,103334.494117647,294918.68235294125,13015.086274509804,27960.796078431373,21782.996078431373,64520.63529411765,24850.74117647059
2006,101,987141.3960784329,5811.0,10768.580392156862,11.0,9445.168627450981,34.0,9797.203921568627,282549.54117647046,237965.47843137247,32147.36078431373,612.0,50672.090196078425,12169.709803921567,18185.93725490196
2006,102,1053861.3490196064,1040.0,22076.4,68.0,55115.81568627451,122.0,4736.654901960784,204722.75686274507,221641.65882352943,35922.2705882353,3551.7333333333336,36812.2862745098,23884.17647058823,26616.85098039216
2006,103,635921.1568627458,59428.09803921562,28271.376470588235,1063.4941176470586,143534.0901960784,7373.717647058824,71269.24705882353,94894.40784313719,304387.737254902,8877.905882352941,24807.513725490197,17382.898039215685,59504.77254901961,22286.87843137255
2000,101,992497.1372549037,4740.0,11092.580392156862,189.0,8921.796078431373,27.0,9761.203921568627,273596.74509803904,243807.35686274507,32517.36078431373,539.0,50182.027450980386,9680.694117647057,19758.564705882352
2000,102,1052019.690196077,931.0,21751.4,79.0,38246.65882352941,107.0,4694.654901960785,196700.99215686275,249644.84313725494,38390.015686274506,3303.7333333333336,35274.807843137256,20688.58431372549,28339.572549019613
2000,103,615446.098039216,65028.55294117641,30151.058823529413,50.96078431372549,133696.19607843136,7041.1098039215685,65919.76862745098,93580.18823529406,342720.52156862756,8381.482352941175,21356.9568627451,16739.525490196076,50385.658823529426,28505.215686274503
2001,101,994483.7333333349,1429.0,11006.580392156862,119.0,10714.505882352942,28.0,9739.203921568627,273394.4392156862,242342.35686274504,33850.36078431373,538.0,50149.027450980386,9697.694117647057,19818.564705882352
2001,102,1055236.6705882337,855.0,21733.4,70.0,47975.99607843137,107.0,4695.654901960784,197106.86666666664,236265.65098039218,38301.015686274506,3303.7333333333336,35353.807843137256,20725.58431372549,28441.57254901961
2001,103,631230.2745098044,44865.76078431371,30926.18431372549,7873.2156862745105,146849.6274509804,7040.729411764706,69460.78431372548,93966.74509803916,318986.1333333334,10175.482352941177,21364.9568627451,16721.525490196076,50541.658823529426,29000.215686274503
2002,101,994836.6941176485,436.0,10941.580392156862,65.0,10076.792156862746,34.0,9759.203921568627,275535.2235294116,240835.294117647,34218.36078431373,571.0,50322.027450980386,10788.709803921567,18890.580392156866
2002,102,1056804.960784312,882.0,21696.4,69.0,46978.39607843138,107.0,4726.654901960784,199054.36470588236,233110.34117647063,38435.015686274506,3364.733333333333,35597.807843137256,22035.850980392155,27309.427450980394
2002,103,636875.7568627457,33700.99607843137,30592.239215686273,12579.650980392156,145863.01960784313,7127.729411764706,69952.72941176471,94882.76078431366,317627.65098039224,10498.482352941177,22272.796078431373,17047.52549019608,54105.12156862745,25876.83529411764
2005,101,987294.6823529426,3938.0,10800.580392156862,85.0,9013.019607843136,34.0,9827.203921568627,280967.70980392146,241706.09019607838,32274.36078431373,602.0,50638.06666666666,12044.709803921567,18085.0431372549
2005,102,1044336.1215686258,1031.0,21939.4,68.0,56314.93725490195,117.0,4780.654901960785,203494.54509803923,231384.94901960786,36556.2705882353,3488.733333333333,36505.313725490196,23726.17647058823,26428.850980392155
2005,103,645736.9647058831,56890.57254901954,27711.674509803925,1631.5607843137254,124116.19215686273,7274.713725490196,72150.29411764706,97643.494117647,312922.6862745099,9940.905882352941,24264.513725490197,17664.89803921569,58193.25490196078,22861.56862745098
2008,101,985976.3019607856,4186.0,10830.580392156862,368.0,9359.117647058823,33.0,9847.203921568627,285940.588235294,236666.38823529403,31927.36078431373,679.7019607843138,50663.10588235294,12627.603921568627,18205.5137254902
2008,102,1055326.513725489,985.0,21874.4,68.0,54924.47058823529,140.0,4674.654901960785,206436.48235294118,217616.9411764706,35988.2705882353,3704.7333333333336,37371.509803921566,24592.698039215684,26468.27843137255
2008,103,633771.0117647063,61130.5372549019,27448.439215686274,495.8588235294117,149064.00784313728,7481.717647058824,70669.83921568628,95921.69019607837,297701.90588235296,9236.905882352941,25882.513725490197,17677.462745098037,61203.47450980392,21317.9294117647
