Year,huc12,Shrub/Scrub,Open_Water,Emergent_Herbaceous_Wetlands,Barren_Land,Grassland/Herbaceous,"Developed,_High_Intensity",Woody_Wetlands,Evergreen_Forest,Cultivated_Crops,Pasture/Hay,"Developed,_Medium_Intensity",Deciduous_Forest,"Developed,_Low_Intensity","Developed,_Open_Space"
2000,170402080301,30173.964705882354,,,,174.8392156862745,,4.454901960784314,22219.501960784306,191.3058823529412,,,2565.043137254902,10.070588235294117,65.0
2000,170402080303,38855.521568627446,,,,983.3921568627453,,5.0,10921.345098039204,4246.921568627452,165.09411764705882,57.90588235294118,3113.3215686274507,329.4980392156863,983.0823529411762
2000,170402080302,87374.29019607851,564.0,4913.5215686274505,,5022.698039215686,8.0,249.5450980392157,3113.5019607843133,26619.537254901952,4159.611764705882,357.9372549019608,574.6313725490196,2840.521568627451,3159.4156862745094
2000,170402080304,72770.87843137264,26.188235294117646,2081.7411764705876,,871.7450980392155,,52.95294117647059,22809.498039215694,3377.7411764705885,2579.01568627451,192.8078431372549,1296.0509803921568,683.2980392156862,1055.0156862745098
2000,170402080307,59673.929411764766,9.0,929.6823529411763,,1528.0666666666668,,65.0,18632.345098039183,52767.83921568631,907.3921568627451,147.9921568627451,422.02745098039213,1386.7490196078434,3746.6470588235284
2000,170402080308,52406.549019607875,29.80392156862745,3581.6313725490195,,4017.717647058824,4.0,41.043137254901964,3047.1882352941175,21792.74901960785,2477.400000000001,241.9098039215686,49.0,1337.854901960784,2140.709803921568
2000,170402080401,60669.28235294116,,2643.000000000001,,4150.760784313725,13.0,47.0,4041.3921568627466,44368.3647058823,5494.815686274509,642.9372549019607,3.0,2524.686274509804,2520.8235294117644
2000,170402080403,62696.776470588215,129.0,3280.556862745098,,3772.705882352942,,197.0,6391.050980392157,7893.529411764707,5733.352941176473,147.19999999999996,1168.0,758.0941176470589,1950.180392156863
2000,170402080205,44452.61176470589,,,,580.7058823529412,,2.4705882352941178,9927.294117647049,15510.058823529413,47.384313725490195,1.0,526.1098039215688,530.5294117647059,1184.1647058823528
2000,170402080604,28707.945098039225,,,,34007.47450980389,,15.0,2.0,12925.788235294116,,,5.0,190.87843137254902,448.94117647058823
2000,170402080402,49346.61568627453,,109.89019607843137,,1028.349019607843,,327.9686274509804,15481.313725490194,13491.984313725494,833.2196078431373,1.0,1256.8980392156864,423.9843137254902,1703.8627450980389
2000,170402080601,73331.26274509798,28.0,232.0,3.0,861.0117647058823,,918.7372549019608,18820.835294117656,7450.419607843133,90.0,,2280.486274509804,212.08627450980393,927.1921568627452
2000,170402080504,92922.83921568637,,,,479.34901960784316,,741.8666666666667,38104.270588235275,597.2549019607843,428.74117647058824,22.0,4135.6352941176465,1300.7372549019608,1198.5686274509803
2000,170402080506,50604.53333333333,,,,3458.882352941177,1330.7843137254904,257.4313725490196,3563.035294117647,7166.388235294118,176.65098039215687,6217.980392156865,1602.4039215686275,10626.701960784312,4309.011764705882
2000,170402080105,65965.46274509806,4539.0,1703.6588235294118,189.0,1608.0235294117647,,223.0,901.0588235294117,7142.831372549022,6822.305882352937,4.0,2236.5686274509803,160.0,1182.4313725490197
2000,170402080107,71442.33333333323,,441.15686274509807,,1044.8235294117646,,313.09019607843135,4392.133333333333,17500.6431372549,1639.964705882353,,4694.670588235294,167.9254901960784,1261.9725490196076
2000,170402080106,57979.921568627506,147.0,520.6274509803923,,322.1490196078431,,437.0,3000.976470588235,5224.980392156862,3182.8431372549016,,5587.137254901961,62.643137254901966,748.7686274509803
2000,170402080104,50173.47058823539,,372.32156862745103,,57.0,,1949.6313725490197,22161.36862745099,155.0,3620.4235294117643,,4380.399999999999,31.46666666666667,290.43529411764706
2000,170402080102,90869.05490196074,,2398.4627450980392,,243.0,,1577.0,5574.545098039216,1959.2509803921569,357.0,,9814.588235294117,11.2,516.4862745098039
2000,170402080608,27277.658823529422,63231.42352941171,7253.113725490199,12.258823529411766,7062.12156862745,69.47450980392155,17440.96078431373,47.31764705882353,93092.91764705897,1521.1607843137251,1483.035294117647,,7451.654901960782,5450.815686274509
2000,170402080602,66039.12941176482,,360.6745098039215,,20550.14509803921,,849.6941176470589,6060.698039215687,17539.905882352945,372.11764705882354,,886.3333333333333,499.8901960784314,1056.2823529411764
2000,170402080603,58436.16470588238,,361.3137254901961,,6346.603921568626,,3832.298039215687,19936.866666666658,16811.78039215685,1149.8666666666668,,6685.309803921569,118.51372549019608,765.2156862745098
2000,170402080605,79009.09019607835,62.0,449.18039215686275,,28549.494117647064,41.0,996.7529411764706,90.54509803921569,78342.5764705882,1524.1294117647058,598.3411764705882,107.58039215686274,6562.098039215685,3663.8
2000,170402080607,17030.388235294115,1401.6941176470586,10158.611764705878,,12326.890196078431,9.0,24807.141176470588,,52597.69019607847,163.90980392156862,54.31372549019608,,3395.6509803921563,2614.1058823529406
2000,170402080606,11895.898039215686,26.58823529411765,8201.09019607843,,425.98823529411766,,11414.392156862741,22.0,43700.36862745096,1037.764705882353,28.79607843137255,,2025.301960784314,1760.6784313725486
2000,170402080507,47024.188235294096,278.8862745098039,3105.627450980392,35.70196078431373,8783.96862745098,4950.654901960785,4514.184313725492,189.0,11395.42352941177,995.2039215686276,10158.894117647054,233.0,10346.227450980394,2453.6117647058823
2000,170402080101,96731.92549019612,8.0,1749.7686274509804,,1429.4666666666667,,506.0,254.6392156862745,4155.654901960785,11.0,,2196.8039215686276,58.78823529411765,1325.4901960784314
2000,170402080103,16560.56862745099,,7.0,,,,762.0901960784314,20960.38039215685,,,,3409.925490196078,,44.0
2000,170402080206,38742.60000000005,,28.0,,18.0,,684.6078431372549,41480.09803921573,,,,3359.8039215686276,99.38039215686274,534.7764705882353
2000,170402080501,79824.30588235299,,27.0,,343.7450980392157,,719.650980392157,17340.67450980392,2661.698039215686,41.0,2.0,12791.792156862744,662.7764705882353,1130.4431372549018
2000,170402080502,26707.592156862756,,26.0,,409.16470588235296,2.772549019607843,194.26666666666665,12362.015686274503,4426.243137254899,640.0901960784313,85.11372549019609,1932.941176470588,587.3764705882354,1081.745098039216
2000,170402080503,95288.61568627447,15.0,474.69019607843137,68.0,7339.75294117647,32.227450980392156,480.72549019607845,3355.2352941176473,3078.407843137255,2465.866666666667,825.6823529411765,2226.2313725490194,2638.6352941176474,1452.635294117647
2000,170402080505,63035.81960784311,,28.0,,10819.937254901959,640.1333333333333,130.0,6539.196078431375,1095.772549019608,921.9607843137255,2793.3058823529414,795.6509803921568,7655.623529411765,3858.9215686274506
2000,170402080404,87531.63137254896,24.0,2373.4509803921565,,3954.796078431372,8.035294117647059,529.1607843137255,13674.894117647058,1332.3215686274514,4008.196078431373,261.67843137254897,920.0,1612.2352941176473,1263.5529411764708
2000,170402080211,110089.84705882358,27.0,560.2941176470589,,1513.4666666666665,25.96470588235294,1537.0980392156862,22732.01960784312,17953.172549019604,6472.329411764705,314.64313725490194,5576.164705882353,4174.007843137253,2647.796078431373
2001,170402080604,27198.52549019608,,,,35511.07058823526,,15.0,2.0,12929.658823529411,,,5.0,190.87843137254902,450.8941176470588
2001,170402080305,62144.92941176475,80.0,,1.0,401.0549019607843,,10.0,4327.72156862745,7330.09411764706,209.0,,189.70196078431374,242.84705882352944,1050.964705882353
2001,170402080306,41681.882352941204,,291.3450980392156,,8245.788235294118,,12.0,3105.537254901961,27544.94901960785,1003.501960784314,9.0,122.92549019607843,335.30980392156863,1749.592156862745
2001,170402080201,39356.32941176469,1.0,113.0,,8.0,,39.90588235294118,3560.8666666666672,17963.223529411764,1.0,,2419.152941176471,36.0078431372549,625.7960784313727
2001,170402080203,24827.301960784323,,,,1.0,,2.0,7688.054901960786,4123.454901960784,,18.76078431372549,241.0,240.49803921568628,517.8352941176471
2001,170402080202,95703.83529411769,,23.0,,784.0,2.0,39.0,13815.874509803914,42666.12549019616,206.0,75.0,811.1450980392158,1389.5372549019608,2395.3137254901953
2001,170402080204,48316.38039215691,16.0,15.0,,356.4470588235294,16.0,19.0,20863.203921568627,85043.2313725491,4.0,179.0,548.5921568627451,2860.980392156862,3535.403921568628
2001,170402080208,36360.32156862744,,159.0,,333.3058823529412,,50.898039215686275,20375.211764705877,4455.0,210.21960784313725,48.898039215686275,128.40392156862745,458.7372549019608,563.4470588235295
2001,170402080209,53920.56470588237,5.0,275.7882352941176,,167.1764705882353,,355.81960784313725,56280.64313725497,1729.8235294117649,1102.1254901960783,,795.8470588235294,419.9607843137255,990.7254901960785
2001,170402080207,61954.82745098038,4.0,1495.0,,57.0,,1871.0470588235294,29553.384313725488,5587.458823529412,1805.356862745098,21.462745098039214,6130.5568627450975,1256.6352941176467,723.0274509803922
2001,170402080210,51035.96078431374,10.0,838.5725490196079,,4467.2156862745105,22.0,771.721568627451,16955.55686274508,15814.356862745097,2946.368627450981,199.87058823529412,2045.5764705882352,1578.094117647059,1778.8745098039212
2001,170402080301,30071.078431372553,,,,178.8392156862745,,4.454901960784314,22304.38823529411,192.3058823529412,,,2573.043137254902,10.070588235294117,70.0
2001,170402080303,38913.2274509804,,,,758.1803921568627,,5.0,10932.345098039204,4394.956862745098,167.56470588235294,57.90588235294118,3117.3215686274507,329.4980392156863,985.0823529411762
2001,170402080302,88740.90588235302,561.0,4909.5215686274505,,5300.199999999999,8.0,246.5450980392157,3124.5019607843133,24973.423529411757,4144.607843137255,357.9372549019608,577.6313725490196,2843.521568627451,3169.4156862745094
2001,170402080304,72784.62352941185,22.188235294117646,2080.7411764705876,,928.9490196078432,,52.95294117647059,22892.498039215694,3218.266666666667,2583.541176470588,192.8078431372549,1300.0509803921568,684.2980392156862,1056.0156862745098
2001,170402080307,60020.95294117653,8.0,927.6823529411763,,1856.8235294117649,,65.0,18670.345098039186,52057.050980392196,901.4,147.9921568627451,422.02745098039213,1388.7490196078434,3750.6470588235284
2001,170402080308,50465.35294117648,33.80392156862745,3582.6313725490195,,5957.701960784314,4.0,41.043137254901964,3105.1882352941175,21718.04313725491,2474.364705882354,240.9098039215686,49.0,1339.854901960784,2155.6627450980386
2001,170402080401,64580.55294117646,,2647.000000000001,,4202.760784313725,13.0,50.0,4043.3921568627466,40380.12549019604,5502.815686274509,643.9372549019607,3.0,2527.5333333333338,2524.9450980392153
2001,170402080403,62895.12156862743,86.0,3275.556862745098,,3831.0196078431377,,198.0,6437.050980392157,7681.8392156862765,5673.352941176473,147.19999999999996,1175.0,763.1254901960784,1954.180392156863
2001,170402080205,44497.611764705885,1.0,,,670.5058823529412,,2.4705882352941178,9940.294117647049,15358.25882352941,47.384313725490195,1.0,529.1098039215688,530.5294117647059,1184.1647058823528
2001,170402080102,90886.05490196074,,2397.4627450980392,,244.0,,1578.0,5601.545098039216,1943.2509803921569,352.0,,9789.588235294117,11.2,517.4862745098039
2001,170402080601,73962.54901960782,17.0,232.0,,914.4901960784314,,922.7372549019608,18867.360784313736,6737.129411764703,87.0,,2272.486274509804,212.08627450980393,930.1921568627452
2001,170402080505,63296.67843137252,,28.0,,10410.513725490195,641.1333333333333,130.0,6572.4274509803945,1060.772549019608,914.9607843137255,2792.3058823529414,796.6509803921568,7665.623529411765,4005.2549019607836
2001,170402080504,92677.52549019616,,,,433.34901960784316,,740.8666666666667,38367.92941176469,591.2549019607843,425.74117647058824,22.0,4146.6352941176465,1300.7372549019608,1225.2235294117647
2001,170402080608,30448.32156862747,44109.03921568623,7766.384313725488,7782.886274509805,9565.635294117648,69.47450980392155,20463.5843137255,46.31764705882353,93339.37647058838,3276.1607843137253,1489.035294117647,,7484.2745098039195,5553.423529411763
2001,170402080104,50099.47058823538,,372.32156862745103,,54.0,,1947.6313725490197,22255.36862745099,156.97254901960784,3620.4509803921565,,4363.399999999999,31.46666666666667,290.43529411764706
2001,170402080106,58055.65490196084,128.0,511.9058823529412,,325.1490196078431,,441.0,3007.976470588235,5201.980392156862,3142.8313725490193,,5587.137254901961,62.643137254901966,749.7686274509803
2001,170402080107,71533.59607843126,,436.88235294117646,,1061.8235294117646,,312.09019607843135,4402.133333333333,17393.6431372549,1637.9764705882353,,4687.670588235294,167.9254901960784,1264.9725490196076
2001,170402080105,68161.46274509808,1247.0,1643.6588235294118,119.0,1603.0235294117647,,200.0,908.0588235294117,7154.831372549022,8055.305882352935,4.0,2223.5686274509803,162.0,1195.4313725490197
2001,170402080108,77441.05098039217,15.0,1398.8470588235293,,1043.0,1.0,367.3921568627451,8409.815686274509,22496.745098039217,11953.309803921571,6.0,1952.043137254902,472.6078431372549,2224.8470588235296
2001,170402080211,112332.77254901969,26.0,550.2941176470589,,1648.549019607843,25.96470588235294,1540.0980392156862,22734.01960784312,15606.854901960789,6427.639215686274,314.64313725490194,5571.164705882353,4178.007843137253,2667.796078431373
2001,170402080506,51859.4431372549,,,,3642.84705882353,1330.7843137254904,257.4313725490196,3580.8039215686276,5477.980392156863,177.65098039215687,6225.980392156865,1622.4039215686275,10690.078431372549,4448.400000000001
2001,170402080602,69787.01176470594,,365.6745098039215,,22517.882352941175,,852.6941176470589,6026.168627450981,11847.639215686278,374.11764705882354,,887.3333333333333,499.8901960784314,1056.4588235294116
2001,170402080402,49617.56078431375,,111.89019607843137,,1044.0313725490196,,327.9686274509804,15578.635294117645,13116.03529411765,821.2196078431373,1.0,1255.8980392156864,424.9843137254902,1705.8627450980389
2001,170402080603,64510.431372549036,,361.3137254901961,,7780.674509803922,,3832.298039215687,19997.866666666658,9293.443137254895,1141.8666666666668,,6636.309803921569,118.51372549019608,771.2156862745098
2001,170402080607,16770.10588235294,433.25490196078425,10468.254901960783,53.80392156862745,12594.662745098041,9.0,25271.643137254905,,52675.69019607847,213.90980392156862,54.31372549019608,,3402.6509803921563,2612.1058823529406
2001,170402080606,11884.654901960785,18.58823529411765,8157.254901960785,,316.98823529411766,,11458.227450980388,22.0,43859.61176470586,998.7647058823529,28.79607843137255,,2042.301960784314,1751.6784313725486
2001,170402080507,47349.83137254899,226.8862745098039,3099.627450980392,36.70196078431373,8654.698039215686,4949.270588235294,4518.184313725492,189.0,11193.43529411765,989.2039215686276,10153.894117647054,238.0,10361.227450980394,2504.6117647058827
2001,170402080101,96866.28627450984,2.0,1748.7686274509804,,1349.105882352941,,512.0,254.6392156862745,4097.654901960785,8.0,,2204.8039215686276,58.78823529411765,1325.4901960784314
2001,170402080103,16519.6274509804,,7.0,,,,762.0901960784314,21003.321568627438,,,,3407.925490196078,,44.0
2001,170402080206,38663.5490196079,,27.0,,15.0,,684.6078431372549,41557.14901960789,,,,3363.8039215686276,100.38039215686274,535.7764705882353
2001,170402080501,79841.87450980397,1.0,28.0,,307.7450980392157,,716.650980392157,17401.67450980392,2589.1294117647058,40.0,2.0,12822.792156862744,664.7764705882353,1129.4431372549018
2001,170402080502,27650.282352941183,,26.0,,399.16470588235296,2.772549019607843,194.26666666666665,12392.015686274503,3448.5529411764683,641.0901960784313,85.11372549019609,1932.941176470588,591.3764705882354,1091.745098039216
2001,170402080503,95955.40392156859,13.0,476.69019607843137,69.0,7269.964705882353,32.227450980392156,482.72549019607845,3396.2352941176473,2399.7215686274512,2463.5529411764705,825.6823529411765,2242.2313725490194,2646.6352941176474,1468.635294117647
2001,170402080605,81354.94117647053,61.0,446.18039215686275,,34482.16470588236,41.0,996.7529411764706,90.54509803921569,69976.1882352941,1576.129411764706,598.3411764705882,107.58039215686274,6573.098039215685,3692.666666666667
2001,170402080404,87993.31764705878,24.0,2368.4509803921565,,3840.1098039215676,8.035294117647059,531.1607843137255,13853.894117647058,804.3215686274511,4003.196078431373,261.67843137254897,927.0,1614.2352941176473,1264.5529411764708
2002,170402080401,66108.56078431371,2.0,2639.211764705883,,4119.75294117647,13.0,49.0,4045.3921568627466,38879.45882352938,5543.270588235294,646.9372549019607,3.0,2585.3137254901962,2484.164705882353
2002,170402080403,62963.32941176468,109.0,3269.698039215686,,3788.0196078431377,,198.0,6547.050980392157,7508.9176470588245,5662.92549019608,147.19999999999996,1192.0,844.3803921568627,1886.925490196079
2002,170402080404,87988.07450980388,20.0,2373.3098039215683,,3444.3647058823526,8.035294117647059,536.1607843137255,14329.882352941177,731.8588235294119,3972.8,263.67843137254897,946.0,1639.4980392156865,1240.2901960784316
2002,170402080601,73769.38823529409,12.0,232.0,,901.6117647058824,,922.7372549019608,19117.400000000005,6672.129411764703,85.0,,2295.486274509804,219.08627450980393,928.1921568627452
2002,170402080307,60022.7490196079,7.0,928.6823529411763,,1808.2078431372552,,65.0,18762.501960784284,51996.71372549024,899.4,148.9921568627451,422.02745098039213,1512.7490196078434,3642.647058823529
2002,170402080103,16386.690196078445,,7.0,,,,762.0901960784314,21119.83921568626,,,,3423.3450980392154,1.0,44.0
2002,170402080101,96990.16078431376,1.0,1748.7686274509804,,1239.2313725490199,,513.0,255.6392156862745,4067.654901960784,7.0,,2220.8039215686276,59.78823529411765,1324.4901960784314
2002,170402080507,48317.35686274507,225.46274509803922,3086.5019607843137,40.70196078431373,7658.321568627451,4955.270588235294,4552.733333333335,206.0,11054.141176470592,974.2039215686276,10306.592156862742,264.0078431372549,10548.584313725492,2274.694117647059
2002,170402080606,11828.360784313725,15.0,8065.254901960785,,268.98823529411766,,11545.815686274505,23.0,43914.89411764704,981.7647058823529,41.227450980392156,,2423.749019607843,1430.8117647058825
2002,170402080607,18044.678431372544,331.54117647058825,10339.04705882353,53.80392156862745,11178.152941176475,10.0,25487.850980392155,,52784.60392156866,212.90980392156862,57.87843137254902,,3785.9019607843125,2273.0274509803917
2002,170402080605,82104.83921568621,38.0,438.18039215686275,,33885.094117647066,55.0,1003.7529411764706,98.54509803921569,69716.3607843137,1583.129411764706,646.3411764705882,108.58039215686274,7029.949019607843,3288.81568627451
2002,170402080603,65421.69411764708,,359.3137254901961,,7754.160784313725,,3835.298039215687,20177.56078431372,8243.0,1149.8666666666668,,6610.309803921569,127.51372549019608,765.2156862745098
2002,170402080602,70462.30980392158,,362.6745098039215,,22562.596078431372,,855.6941176470589,6220.572549019608,10935.223529411767,375.11764705882354,,883.3333333333333,500.8901960784314,1056.4588235294116
2002,170402080506,50987.09803921568,,,,4249.509803921569,1392.7843137254904,259.4313725490196,3597.8,5099.243137254904,170.7058823529412,6703.223529411767,1896.407843137255,11185.039215686276,3772.5607843137263
2002,170402080211,112283.82745098048,30.0,550.5333333333333,,1593.7921568627448,25.96470588235294,1541.0980392156862,22903.01960784312,15466.458823529418,6441.878431372548,331.64313725490194,5565.164705882353,4419.545098039214,2470.878431372549
2002,170402080108,77664.63921568629,15.0,1396.8470588235296,,640.0,2.0,367.3921568627451,8528.372549019607,22457.745098039217,12021.30980392157,6.0,1973.043137254902,533.4627450980392,2175.8470588235296
2002,170402080105,69327.54509803926,284.0,1635.6588235294118,65.0,1073.0235294117647,,201.0,944.0588235294117,7279.749019607845,8269.305882352935,7.0,2230.5686274509803,186.0,1174.4313725490197
2002,170402080107,71563.03921568616,,436.88235294117646,,1077.8235294117646,,313.09019607843135,4475.690196078431,17270.6431372549,1628.9764705882353,,4692.670588235294,228.92549019607844,1210.9725490196076
2002,170402080106,58083.57647058829,107.0,509.9058823529412,,329.1490196078431,,452.0,3016.976470588235,5136.058823529411,3177.8313725490198,,5588.137254901961,81.64313725490196,731.7686274509803
2002,170402080104,49805.92941176478,,373.32156862745103,,47.0,,1945.6313725490197,22552.188235294125,159.97254901960784,3617.4509803921565,,4366.9764705882335,36.61176470588235,286.43529411764706
2002,170402080102,90806.05490196074,,2346.4627450980392,,239.0,,1582.0,5689.545098039216,1929.2509803921569,399.0,,9800.588235294117,11.2,517.4862745098039
2002,170402080608,31167.011764705898,33078.98823529411,7679.772549019608,12485.325490196079,12977.360784313723,71.47450980392155,20602.18039215687,46.31764705882353,94653.58431372565,3645.105882352941,1581.7843137254904,,8588.780392156861,4816.227450980391
2002,170402080206,38476.223529411815,,28.0,,10.0,,684.6078431372549,41738.47450980397,,,,3365.8039215686276,177.38039215686274,466.77647058823527
2002,170402080501,79741.24313725495,,24.0,,214.1098039215686,,725.650980392157,17538.49019607843,2502.1294117647058,40.0,6.0,12957.243137254902,768.6392156862745,1027.5803921568624
2002,170402080502,27816.968627450988,,26.0,,368.42745098039217,2.772549019607843,194.26666666666665,12459.015686274503,3216.5529411764683,648.0901960784313,86.11372549019609,1929.941176470588,650.407843137255,1056.7647058823532
2002,170402080503,96266.83921568622,13.0,483.4470588235294,68.0,6751.63137254902,32.227450980392156,489.72549019607845,3471.243137254902,2358.964705882353,2524.5529411764705,832.6823529411765,2319.772549019608,2764.396078431373,1365.2235294117645
2002,170402080304,72710.33333333342,19.188235294117646,2080.7411764705876,,972.9647058823529,,52.95294117647059,22989.498039215694,3142.0823529411764,2588.541176470588,193.8078431372549,1306.0509803921568,712.756862745098,1028.0156862745098
2002,170402080302,88840.32156862752,557.0,4909.5215686274505,,5394.529411764705,8.0,257.5450980392157,3149.086274509804,24746.184313725484,4125.607843137255,357.9372549019608,588.1882352941177,2892.8745098039217,3130.4156862745094
2002,170402080303,38978.05882352941,,,,652.2666666666667,,5.0,10985.098039215676,4367.850980392157,167.56470588235294,57.90588235294118,3127.756862745098,365.4980392156863,954.0823529411762
2002,170402080301,29952.078431372553,,,,179.8392156862745,,5.454901960784314,22439.38823529411,191.3058823529412,,,2556.043137254902,10.070588235294117,70.0
2002,170402080210,51289.286274509825,4.0,834.5725490196079,,4381.074509803922,24.0,769.721568627451,16986.133333333317,15562.356862745097,2989.2862745098046,211.87058823529412,2045.5764705882352,1725.4039215686275,1640.8862745098033
2002,170402080207,61626.39999999999,4.0,1486.0,,41.0,,1872.0470588235294,29793.14117647059,5588.2588235294115,1816.8392156862744,21.462745098039214,6223.5568627450975,1324.3137254901958,662.7372549019608
2002,170402080209,53633.764705882364,5.0,275.7882352941176,,155.0862745098039,,355.81960784313725,56566.5333333334,1711.8235294117649,1100.1254901960783,1.0,794.8470588235294,523.0980392156863,920.5882352941176
2002,170402080208,36142.36862745098,,162.0,,284.3058823529412,,50.898039215686275,20640.552941176466,4438.0,210.21960784313725,48.898039215686275,136.40392156862745,499.2705882352941,530.5254901960784
2002,170402080308,50459.988235294135,34.80392156862745,3583.6313725490195,,5924.160784313725,4.0,41.043137254901964,3150.1882352941175,21687.94901960785,2461.364705882354,264.9098039215686,50.0,1444.490196078431,2061.027450980391
2002,170402080204,48232.38039215691,14.0,16.0,,357.5098039215686,19.0,22.0,20997.203921568627,84933.15294117657,3.0,191.0,545.5921568627451,3176.909803921568,3265.490196078432
2002,170402080203,24622.949019607848,,,,1.0,,2.0,7891.407843137256,4122.454901960784,,19.76078431372549,241.0,243.12549019607843,516.2078431372548
2002,170402080201,39347.32941176469,1.0,113.0,,8.0,,39.90588235294118,3575.8666666666672,17964.223529411764,1.0,,2410.152941176471,88.0078431372549,575.7960784313727
2002,170402080306,41010.41568627455,,289.3450980392156,,8743.980392156862,,12.0,3204.537254901961,27625.22352941177,997.501960784314,9.0,122.92549019607843,387.4,1699.5019607843135
2002,170402080305,62362.913725490245,90.0,,1.0,276.0,,10.0,4436.792156862746,7105.09411764706,213.0,,193.70196078431374,282.2196078431373,1016.592156862745
2002,170402080604,27873.77647058824,,,,34821.811764705846,,15.0,2.0,12938.666666666664,,,6.0,199.87843137254902,445.8941176470588
2002,170402080402,49550.01960784315,,85.68627450980392,,1000.0313725490195,,327.9686274509804,15808.635294117645,12976.57647058824,868.4235294117648,1.0,1245.8980392156864,577.3411764705883,1563.505882352941
2002,170402080505,64243.32941176466,,28.0,,9244.227450980397,643.1333333333333,130.0,6618.4274509803945,1028.7725490196078,896.9607843137255,2906.4196078431373,811.6392156862745,8061.470588235294,3701.9411764705883
2002,170402080504,92524.63921568634,,,,336.37254901960785,,740.8666666666667,38571.79215686273,583.2549019607843,423.74117647058824,29.0,4162.6352941176465,1434.043137254902,1124.9176470588236
2002,170402080202,96182.72941176475,,23.0,,1237.0,2.0,39.0,13864.00392156862,41664.12549019617,208.0,80.0,810.1450980392158,1500.4588235294118,2300.3686274509796
2002,170402080205,44574.874509803936,1.0,,,723.4392156862746,,2.4705882352941178,9964.294117647049,15190.545098039212,46.90196078431372,1.0,533.1098039215688,569.8117647058823,1154.8823529411764
2003,170402080608,30031.48235294119,44181.75686274505,7451.258823529412,9403.317647058826,8151.07843137255,71.47450980392155,20807.117647058836,46.31764705882353,92666.27058823545,3450.105882352941,1590.7843137254904,,8729.050980392154,4813.898039215685
2003,170402080106,58083.18823529417,109.0,503.5960784313726,,387.1490196078432,,448.0,3029.976470588235,5151.058823529411,3095.529411764706,,5586.137254901961,86.64313725490196,733.7686274509803
2003,170402080601,73906.79215686272,7.0,232.0,,1001.6313725490195,,923.7372549019608,19278.109803921576,6261.99607843137,84.0,,2311.486274509804,221.08627450980393,927.1921568627452
2003,170402080505,64950.72156862741,,28.0,,8210.615686274514,643.1333333333333,130.0,6820.4274509803945,1024.1999999999998,882.9607843137255,2910.4196078431373,840.6392156862745,8151.1803921568635,3722.0235294117647
2003,170402080504,91993.91764705886,,,,241.21960784313725,,739.8666666666667,39142.89019607841,576.8235294117648,423.74117647058824,29.0,4212.6352941176465,1467.5098039215686,1103.6588235294118
2003,170402080503,95815.89019607838,15.0,473.4470588235294,68.0,6984.580392156864,32.227450980392156,492.72549019607845,3566.243137254902,2411.964705882353,2531.55294117647,833.6823529411765,2377.772549019608,2782.396078431373,1356.2235294117647
